0,0.157206382
1,0.174731886
2,0.174993461
3,0.164530473
4,0.1632226
5,0.167407795
6,0.168977243
7,0.160083704
8,0.161653152
9,0.159037405
10,0.160345279
11,0.157729532
12,0.157991106
13,0.162961025
14,0.156160084
15,0.150143866
16,0.158252681
17,0.160606853
18,0.159822129
19,0.144650798
20,0.153282762
21,0.150405441
22,0.155636934
23,0.156944808
24,0.157206382
25,0.156944808
26,0.156160084
27,0.156944808
28,0.157467957
29,0.159037405
30,0.153544337
31,0.148835993
32,0.140988752
33,0.156683233
34,0.157467957
35,0.149882291
36,0.148574418
37,0.15537536
38,0.152759613
39,0.148574418
40,0.152236464
41,0.152498038
42,0.156944808
43,0.157991106
44,0.152759613
45,0.159560555
46,0.161653152
47,0.161391577
48,0.153282762
49,0.150667015
-1,0.152476349
